,album_name,artist_name,source_countries
3182,Strawberry Switchblade,Strawberry Switchblade,UK
3183,Street Hassle,Lou Reed,"Australia, Belgium, Brazil, Canada, France, Germany, Greece, Italy, Japan, Netherlands, New Zealand, Portugal, Scandinavia, Spain, Sweden, UK, US"
3184,Street Horrrsing,Fuck Buttons,"Japan, UK"
3185,Street Worms,Viagra Boys,"Sweden, US"
3186,Street-Legal,Bob Dylan,"Argentina, Australia, Brazil, Canada, Colombia, Costa Rica, Europe, Greece, Hong Kong, Indonesia, Ireland, Israel, Italy, Japan, Malaysia, New Zealand, Philippines, Portugal, Rhodesia, Saudi Arabia, Singapore, Singapore, Malaysia, South Africa, Spain, Syria, Taiwan, Turkey, UK, US, Uruguay, Venezuela, Yugoslavia"
3187,Streetcleaner,Godflesh,"Thailand, UK"
3188,Stress: The Extinction Agenda,Organized Konfusion,"Europe, Indonesia, US"
3189,Strictly 4 My N.I.G.G.A.Z.,2Pac,"Australia, Canada, Germany, Malaysia, South Africa, US"
3190,Strictly Business,EPMD,"Belgium, Europe, Germany, Germany, Austria, Switzerland, UK, US"
3191,Stronghold,Summoning,"Austria, Bulgaria, Poland, Russia, US, Ukraine"
3192,Structures From Silence,Steve Roach,"Germany, UK, Europe, US, US"
3193,Stupid Dream,Porcupine Tree,"Russia, UK, US"
3194,Sublime,Sublime,UK
3195,Substrata,Biosphere,"Japan, Norway, UK, US"
3196,Suck It and See,Arctic Monkeys,"Argentina, Australia, Brazil, Europe, Japan, Mexico, Russia, Taiwan, UK, UK, Europe, US, Worldwide"
3197,Sucker,Charli XCX,"Australia, Canada, Japan, UK, US"
3198,Suddenly,Caribou,"Europe, Japan, US"
3199,Suede,Suede,"Argentina, Australia, Brazil, Canada, Chile, Europe, France, Germany, Austria, Switzerland, Indonesia, Israel, Japan, Malaysia, Mexico, Netherlands, Poland, Romania, Singapore, South Africa, Spain, Thailand, Turkey, UK, US"
3200,Suffer,Bad Religion,US
3201,Suicidal Tendencies,Suicidal Tendencies,US
3202,Suicide,Suicide,"Netherlands, US"
3203,Suicide Season,Bring Me the Horizon,"Australia, UK, US"
3204,Summer Days (And Summer Nights!!),The Beach Boys,"Australia, Canada, Colombia, Denmark, Germany, Japan, New Zealand, Nicaragua, Peru, South Africa, US, Venezuela"
3205,Summer Sun,Yo La Tengo,"Australia, Brazil, Japan, Scandinavia, UK, US"
3206,Summerteeth,Wilco,"Australia, Canada, Europe, Germany, Japan, US"
3207,Summertime '06,Vince Staples,"Canada, Europe, US"
3208,Sun Coming Down,Ought,Canada
3209,Sun Ship,John Coltrane,"Brazil, Canada, Japan, US"
3210,Sunbather,Deafheaven,"Japan, US"
3211,Sunbathing Animal,Parquet Courts,"Australia, Europe, Taiwan, UK, US"
3212,Sunflower,The Beach Boys,"Australia, Canada, Denmark, France, Germany, Italy, Netherlands, New Zealand, Spain, Switzerland, Taiwan, UK, US, Uruguay, Venezuela"
3213,Sung Tongs,Animal Collective,"UK, US, US, Canada, UK"
3214,Sunset Mission,Bohren & der Club of Gore,Germany
3215,Sunshine Superman,Donovan,"Australia, Canada, Denmark, France, Germany, Ireland, Italy, Japan, Netherlands, New Zealand, Norway, Peru, Portugal, Rhodesia, Scandinavia, Singapore, South Africa, Spain, Sweden, UK, US"
3216,Super Ape,The Upsetters,"Canada, Germany, UK, US"
3217,Super Collider,Megadeth,"Argentina, Australia, Brazil, Canada, Europe, France, Germany, India, Indonesia, Japan, Mexico, Poland, Romania, Russia, South America, South East Asia, Taiwan, Thailand, UK, US"
3218,Super Trouper,ABBA,"Argentina, Australia, Australia, New Zealand, Austria, Bolivia, Brazil, Canada, Chile, El Salvador, Finland, France, German Democratic Republic (GDR), Germany, Greece, India, Indonesia, Ireland, Israel, Italy, Japan, Kenya, Netherlands, New Zealand, Norway, Peru, Philippines, Portugal, Scandinavia, Singapore, Singapore, Malaysia, Hong Kong, South Africa, Spain, Sweden, Syria, Taiwan, Turkey, UK, US, Uruguay, Venezuela, Yugoslavia, Zimbabwe"
3219,Super æ,Boredoms,"Japan, US"
3220,Superfly,Curtis Mayfield,"Germany, Israel, Netherlands, Portugal, UK, US"
3221,Supermodified,Amon Tobin,"Canada, Japan, UK, US, Canada"
3222,Supernatural,Santana,"Argentina, Australia, Brazil, Bulgaria, Canada, Colombia, Europe, Hungary, Indonesia, Israel, Italy, Japan, Malaysia, Mexico, Peru, Philippines, Poland, Romania, Russia, South Africa, South Korea, Spain, Thailand, Turkey, US, Ukraine, Venezuela"
3223,Superorganism,Superorganism,"Europe, Japan, UK, US"
3224,Superunknown,Soundgarden,"Argentina, Australasia, Brazil, Bulgaria, Canada, Chile, Europe, Germany, Gulf Cooperation Council, India, Indonesia, Israel, Japan, Mexico, Netherlands, Poland, Romania, South Africa, South Korea, Spain, Thailand, Turkey, UK, UK, Europe, US, US, Venezuela"
3225,Supreme Clientele,Ghostface Killah,US
3226,Surf's Up,The Beach Boys,"Australia, Canada, Denmark, France, Germany, Italy, Japan, Netherlands, New Zealand, South Africa, Taiwan, UK, US"
3227,Surfer Girl,The Beach Boys,"Australia, Canada, Italy, New Zealand, South Africa, US"
3228,Surfer Rosa,Pixies,"Belgium, Canada, Europe, Greece, Israel, Netherlands, Spain, UK, US"
3229,Surfin' Safari,The Beach Boys,"Canada, Germany, Mexico, Netherlands, New Zealand, South Africa, Sweden, UK, US"
3230,Surfin' U.S.A,The Beach Boys,"Australia, Denmark, France, Germany, Greece, Italy, Japan, Mexico, New Zealand, Spain, Sweden, UK, US, Venezuela"
3231,Surfing With the Alien,Joe Satriani,"Australia, Austria, Canada, France, Netherlands, South Korea, UK, UK, France, US"
3232,Surgical Steel,Carcass,"Argentina, Australia, Brazil, Europe, Germany, Japan, Mexico, Russia, South Korea, Taiwan, US"
3233,Surrealistic Pillow,Jefferson Airplane,"Australia, Canada, France, Germany, Greece, Japan, New Zealand, South Africa, Taiwan, UK, US, US, Canada"
3234,Surrender,The Chemical Brothers,"Argentina, Australia, Brazil, Bulgaria, Canada, Chile, Colombia, Europe, France, Germany, Indonesia, Japan, Lebanon, Malaysia, Mexico, Poland, Russia, South Africa, South Korea, Thailand, UK, UK, Europe, US, Ukraine, United Arab Emirates"
3235,Suspiria,Goblin,"France, Italy, Turkey"
3236,Swansong,Carcass,"Australia, Russia, UK, US"
3237,Sweet Heart Sweet Light,Spiritualized?,"Australia, Brazil, Europe, Japan, Poland, Taiwan, UK, UK, Europe, US, US, Canada"
3238,Sweet Oblivion,Screaming Trees,"Argentina, Australasia, Australia, Brazil, Canada, Europe, Japan, Mexico, Poland, UK, US"
3239,Sweetener,Ariana Grande,"Argentina, Australasia, Brazil, China, Colombia, Europe, Japan, Mexico, Poland, Romania, Russia, Taiwan, US"
3240,Sweetheart of the Rodeo,The Byrds,"Canada, Europe, Germany, Japan, Netherlands, South Africa, UK, US"
3241,Swim,Caribou,"Australia, Europe, Germany, Japan, UK, US"
3242,Swimming,Mac Miller,"Europe, US, US, Europe"
3243,Swing Lo Magellan,Dirty Projectors,"Australia, Brazil, Europe, Poland, UK, UK, Europe, US"
3244,Swordfishtrombones,Tom Waits,"Australia, Australia, New Zealand, Canada, Europe, France, Greece, Ireland, Israel, Italy, Japan, New Zealand, Scandinavia, Spain, Sweden, UK, US"
3245,Symphonies of Sickness,Carcass,UK
3246,Synchronicity,The Police,"Argentina, Australia, Bolivia, Brazil, Canada, Chile, Colombia, Costa Rica, Egypt, Europe, Germany, Greece, Hong Kong, India, Ireland, Israel, Italy, Japan, Mexico, New Zealand, North America (inc Mexico), Peru, Philippines, Portugal, Singapore, Malaysia, Hong Kong, South Africa, South Korea, Spain, Taiwan, Turkey, UK, US, US, Canada, US, Europe, Yugoslavia, Zimbabwe"
3247,Syntheosis,Waste of Space Orchestra,Finland
3248,Syro,Aphex Twin,"Europe, Japan, UK, UK, Europe, US, US, Europe"
3249,System of a Down,System of a Down,US
3250,Systematic Chaos,Dream Theater,"Argentina, Australia, Brazil, Canada, Chile, Colombia, Europe, Germany, Indonesia, Japan, Malaysia, Mexico, Netherlands, Russia, South Korea, Taiwan, US, Ukraine, Venezuela"
3251,T H E,tricot,Japan
3252,T.N.T.,AC/DC,"Australia, New Zealand"
3253,TA13OO,Denzel Curry,"Europe, Japan, UK, US"
3254,THE ALBUM,BLACKPINK,"Argentina, Australia, Europe, France, Mexico, South Korea, UK, UK, Europe, US"
3255,THRAK,King Crimson,"Canada, Europe, Italy, Japan, Netherlands, Russia, South Korea, UK, UK, Europe, US, US, Europe"
3256,TNT,Tortoise,"France, Germany, Japan, Poland, UK, US"
3257,Ta det lugnt,Dungen,"Australia, Sweden"
3258,Tago Mago,Can,"France, Germany, Japan, UK"
3259,Take As Needed for Pain,Eyehategod,"Germany, US"
3260,Take Care,Drake,"Australia, Canada, Europe, Japan, South Africa, US"
3261,"Take Care, Take Care, Take Care",Explosions in the Sky,"Asia, Australia, Taiwan, UK, UK, Europe, US"
3262,Take It From the Man!,The Brian Jonestown Massacre,US
3263,Take Me Apart,Kelela,"Europe, Japan, UK, UK, US, UK, Europe, US, US"
3264,Take Off Your Pants and Jacket,Blink-182,"Argentina, Asia, Australia, Brazil, Canada, Chile, China, Europe, France, Germany, India, Indonesia, Israel, Japan, Lebanon, Malaysia, Mexico, Philippines, Poland, Russia, South Africa, Taiwan, Thailand, Turkey, UK, US, US, Canada, Venezuela"
3265,Take This to Your Grave,Fall Out Boy,"Canada, Japan, UK, Ireland, US"
3266,Take a Look in the Mirror,Korn,"Argentina, Asia, Australia, Austria, Brazil, Bulgaria, Canada, Chile, China, Colombia, Europe, Hong Kong, India, Indonesia, Japan, Malaysia, Mexico, Poland, Russia, South Africa, South Korea, Thailand, Turkey, US"
3267,Taken by Force,Scorpions,"Canada, France, Germany, Greece, Sweden, US"
3268,Takk...,Sigur Rós,"Argentina, Canada, Europe, Iceland, Indonesia, Japan, South Korea, UK, UK, Europe, US"
3269,Tales From Topographic Oceans,Yes,"Australia, Belgium, Canada, France, Germany, Greece, Israel, Italy, Japan, Mexico, Netherlands, New Zealand, South Africa, UK, US, Uruguay, Venezuela"
3270,Tales From the Punchbowl,Primus,"Australia, Canada, Chile, Europe, Germany, Indonesia, Japan, Malaysia, Philippines, Poland, Saudi Arabia, Thailand, US"
3271,Tales From the Thousand Lakes,Amorphis,"Bulgaria, Czech Republic, Germany, Japan, Malaysia, Poland, Romania, US, US, Canada"
3272,Tales From the Twilight World,Blind Guardian,"Europe, Germany, Japan, South Korea"
3273,Tales of Mystery and Imagination,The Alan Parsons Project,"Australia, Austria, Brazil, Canada, Germany, Greece, Israel, Italy, New Zealand, Portugal, South Africa, UK, US"
3274,Talk Memory,BADBADNOTGOOD,"Canada, Japan, UK, US, US, Europe"
3275,Talk Talk Talk,The Psychedelic Furs,"Australia, Canada, Europe, Ireland, New Zealand, Portugal, Spain, UK, US, Venezuela"
3276,Talkie Walkie,AIR,"Russia, US"
3277,Talking Book,Stevie Wonder,"Australia, Brazil, Canada, Colombia, Denmark, El Salvador, Germany, Italy, Jamaica, Netherlands, New Zealand, Philippines, Portugal, South Africa, Sweden, US, Venezuela"
3278,Talking Heads: 77,Talking Heads,"Australia, Canada, France, Italy, Japan, Netherlands, Portugal, UK, US"
3279,Tallahassee,The Mountain Goats,"UK, US"
3280,Tangerine Reef,Animal Collective,"Europe, US, US, Europe"
3281,Tango in the Night,Fleetwood Mac,"Australia, Bolivia, Brazil, Canada, Chile, Colombia, Ecuador, Europe, Germany, Greece, Guatemala, Hong Kong, Indonesia, Ireland, Israel, Italy, Japan, Malaysia, Mexico, New Zealand, Peru, Philippines, Portugal, Singapore, South Africa, South Korea, Spain, Sweden, Taiwan, Thailand, Turkey, UK, Europe, US, Venezuela, Yugoslavia, Zimbabwe"
3282,Tanz der Lemminge,Amon Düül II,"France, Germany"
3283,Tapestry,Carole King,"Australia, Barbados, Brazil, Canada, Colombia, Ecuador, El Salvador, France, Germany, Hong Kong, India, Israel, Italy, Japan, Malaysia, New Zealand, Peru, Philippines, Scandinavia, South Africa, Spain, Taiwan, UK, UK, Europe, US, Venezuela"
3284,Tarkus,"Emerson, Lake & Palmer","Australia, Brazil, Canada, France, Germany, Greece, Israel, Italy, Japan, Mexico, Netherlands, New Zealand, Philippines, Scandinavia, Spain, Taiwan, Turkey, UK, US, Venezuela"
3285,Tarot Sport,Fuck Buttons,"Japan, UK, UK, US, US"
3286,Tattoo You,The Rolling Stones,"Australia, Australia, New Zealand, Brazil, Canada, Chile, Colombia, Europe, Fiji, France, German Democratic Republic (GDR), Greece, Guatemala, Iceland, India, Indonesia, Ireland, Israel, Italy, Japan, Mexico, New Zealand, Panama, Philippines, Portugal, Singapore, Singapore, Malaysia, Hong Kong, South Africa, South Korea, Spain, Switzerland, Syria, Turkey, UK, US, Venezuela, Yugoslavia, Zimbabwe"
3287,Taylor Swift,Taylor Swift,US
3288,Tea for the Tillerman,Cat Stevens,"Argentina, Australia, Barbados, Canada, Denmark, France, Germany, Greece, Israel, Netherlands, New Zealand, Peru, Scandinavia, Singapore, Malaysia, Hong Kong, UK, UK, Europe, US"
3289,Teaser and the Firecat,Cat Stevens,"Argentina, Australia, Austria, Canada, France, Germany, India, Israel, Italy, Jamaica, Japan, Netherlands, New Zealand, South Africa, Spain, Sweden, Taiwan, UK, US, Venezuela"
3290,Technical Ecstasy,Black Sabbath,"Australia, Austria, Brazil, Canada, Finland, France, Germany, Greece, Ireland, Italy, Japan, Mexico, Netherlands, New Zealand, Rhodesia, Scandinavia, Singapore, South Africa, Spain, UK, US"
3291,Technique,New Order,"Argentina, Australia, Australia, New Zealand, Benelux, Brazil, Canada, France, Germany, Germany, Austria, Switzerland, Greece, Indonesia, Ireland, Italy, Japan, Malaysia, Philippines, Poland, Scandinavia, Spain, Sweden, Taiwan, UK, US"
3292,Teen Dream,Beach House,"Australia, Europe, Japan, Mexico, UK, US"
3293,Teenage Dream,Katy Perry,"Argentina, Australia, Brazil, Canada, China, Europe, Germany, Austria, Switzerland, India, Indonesia, Ireland, Japan, Mexico, Netherlands, New Zealand, Philippines, Russia, South Africa, Sweden, Taiwan, Thailand, UK, US, Ukraine"
3294,Teenage Emotions,Lil Yachty,"Europe, US"
3295,Teenage Snuff Film,Rowland S. Howard,Australia
3296,Teens of Denial,Car Seat Headrest,"Japan, Taiwan, UK, UK, Europe, US"
3297,Teens of Style,Car Seat Headrest,US
3298,Teethed Glory and Injury,Altar of Plagues,"Canada, Japan, UK"
3299,Telas,Nicolás Jaar,"UK, US"
3300,Tell All Your Friends,Taking Back Sunday,"Europe, Philippines, US"
3301,Tell Me About the Long Dark Path Home,The Newfound Interest in Connecticut,Canada
3302,Tell Me How You Really Feel,Courtney Barnett,"Australia, New Zealand, Europe, Japan, UK, US, US, Canada, Europe"
3303,Tell Me I'm Pretty,Cage the Elephant,"Australia, Brazil, Canada, Europe, Russia, US"
3304,Tempest,Bob Dylan,"Argentina, Australia, Brazil, Canada, Europe, Germany, Israel, Japan, Malaysia, Mexico, Russia, South Africa, Taiwan, US"
3305,Temple of the Dog,Temple of the Dog,"Australasia, Brazil, Bulgaria, Canada, Europe, Japan, Netherlands, Poland, Singapore, Malaysia, Hong Kong, Thailand, UK, UK, Europe, US"
3306,Ten,Pearl Jam,"Australia, Brazil, Bulgaria, Canada, Chile, China, Europe, Greece, Gulf Cooperation Council, Hong Kong, Indonesia, Japan, Malaysia, Mexico, Netherlands, Philippines, Poland, Singapore, South Korea, Taiwan, Thailand, UK, US, Uruguay"
3307,Ten,cLOUDDEAD,UK
3308,Ten Love Songs,Susanne Sundfør,"Europe, Norway, Scandinavia, UK, Europe"
3309,Ten Thousand Fists,Disturbed,"Argentina, Australia, Brazil, Canada, Europe, Indonesia, Japan, Mexico, Russia, US, Venezuela"
3310,Tenacious D,Tenacious D,"Australia, Canada, Europe, Mexico, South Korea, Thailand, UK, US"
3311,Tender Buttons,Broadcast,"Japan, UK"
3312,Terminal Redux,Vektor,"Japan, UK, UK, Europe"
3313,Terria,Devin Townsend,"Australia, Canada, Europe, Germany, Japan, Russia, US"
3314,Terrible Certainty,Kreator,"Canada, France, Germany, UK, US, Yugoslavia"
3315,Terrifyer,Pig Destroyer,US
3316,Terror Twilight,Pavement,"Brazil, Canada, Europe, France, Germany, Japan, New Zealand, Spain, UK, US"
3317,Test for Echo,Rush,"Brazil, Bulgaria, Canada, Chile, Europe, Germany, Guatemala, Indonesia, Japan, Mexico, Poland, Russia, South Korea, Thailand, US, Ukraine"
3318,Testimony of the Ancients,Pestilence,"Bulgaria, Europe, Indonesia, Netherlands, Poland, US"
3319,Tetsuo & Youth,Lupe Fiasco,"Australia, Canada, Europe, US"
3320,Th1rt3en,Megadeth,"Argentina, Australia, Brazil, Canada, Chile, Colombia, Europe, India, Indonesia, Japan, Malaysia, Mexico, Russia, South Korea, Taiwan, UK, US, Ukraine"
3321,Tha Carter II,Lil Wayne,"Canada, US"
3322,Tha Carter III,Lil Wayne,"Australia, Brazil, Canada, Europe, India, Indonesia, Japan, New Zealand, Russia, UK, US, Ukraine"
3323,Tha Carter IV,Lil Wayne,"Australasia, Australia, Canada, Europe, Japan, Russia, South Africa, US"
3324,Tha Carter V,Lil Wayne,"Australia, Europe, US"
3325,Thank Me Later,Drake,"Australia, Canada, Europe, Japan, Malaysia, Poland, Russia, South Africa, US"
3326,"Thank U, Next",Ariana Grande,Europe
3327,Thank Your Lucky Stars,Beach House,"Australia, Europe, UK, UK, Europe, US, US"
3328,That's Harakiri,Sd Laika,"UK, UK, US, US"
3329,That's the Spirit,Bring Me the Horizon,"Argentina, Australia, Brazil, Canada, Europe, Indonesia, Japan, Russia, UK, US"
3330,The '59 Sound,The Gaslight Anthem,"Australia, Germany, US"
3331,The 1975,The 1975,"Australia, New Zealand, Brazil, Canada, Europe, Germany, Indonesia, Japan, Thailand, UK, UK, Europe, US"
3332,The 20/20 Experience,Justin Timberlake,"Argentina, Australia, Brazil, Canada, China, Colombia, Europe, Hong Kong, India, Indonesia, Japan, Russia, South Africa, South Korea, Taiwan, US, Ukraine"
3333,The 2nd Law,Muse,"Argentina, Australia, Belarus, Brazil, Canada, Chile, Colombia, Europe, Germany, Indonesia, Japan, Malaysia, Mexico, Philippines, Russia, South Africa, UK, UK, Europe, US, US, Canada, Ukraine"
3334,The Age of Adz,Sufjan Stevens,"Australia, Japan, US"
3335,The Age of the Understatement,The Last Shadow Puppets,"Argentina, Australia, Brazil, Europe, Japan, Mexico, Philippines, Russia, Singapore, Thailand, UK, UK, Europe, US, US, Canada, Europe"
3336,The Air Force,Xiu Xiu,"Australia, Spain, US"
3337,The Album,ABBA,"Australia, New Zealand, Austria, Belgium, Brazil, Canada, Colombia, El Salvador, France, Germany, Germany, Austria, Switzerland, Greece, India, Ireland, Israel, Italy, Jamaica, Japan, Kenya, Malaysia, Netherlands, New Zealand, Norway, Panama, Philippines, Portugal, Rhodesia, Scandinavia, Singapore, Malaysia, Hong Kong, South Africa, South Korea, Spain, Sweden, Switzerland, Taiwan, UK, US, Uruguay, Yugoslavia"
3338,The Allman Brothers Band,The Allman Brothers Band,"Australia, Canada, Colombia, France, Italy, UK, US"
3339,The Angel and the Dark River,My Dying Bride,"Australia, Bulgaria, Czech Republic, Europe, Poland, Russia, US, Ukraine"
3340,The Ape of Naples,Coil,UK
3341,The ArchAndroid,Janelle Monáe,"Argentina, Australia, Brazil, Canada, Europe, Russia, UK, Europe, US"
3342,The Archer,Alexandra Savior,US
3343,The Argument,Fugazi,"Europe, UK, US, US"
3344,The Artist in the Ambulance,Thrice,"Australia, Canada, Europe, Japan, US"
3345,The Ascension,Glenn Branca,US
3346,The Ascension,Sufjan Stevens,"Japan, US, US, Canada, US, Europe"
3347,The Assassination of Julius Caesar,Ulver,"Russia, UK"
3348,The Astonishing,Dream Theater,"Argentina, Australia, Brazil, Canada, Colombia, Europe, Indonesia, Japan, Mexico, Russia, Thailand, UK, US"
